X_train,y_train
passed away euphemistic trash part reason still violently killed 18yearo,0
every time use im still shocked much hair come like snowstorm,0
crew touring alasad base monday saw large crater ground damaged military trailer well,0
inferno black friday 1939 71 death 3700 building much fuel lit hand man jonova,1
fact anthony joshua began boxing career time wilder turned pro older pro one belt scrambled f,0
bro said wanted light toast didnt want fucking burned damn,0
even tall poppying natural disaster fire smoke serious people dont need bring dow,1
puertorico grant go foundation earthquake relief fund used activate serie,0
remember apocalyptic scene posted day nearest monitoring statio,0
anyone still unironically us term ruin johnson,0
well maybe burning building particularly staff definitely burn tax code,0
err whats bridge made cu didnt hear material mentioned bridge without sub,0
long night mom sugar dropped 28 dad called ambulance fun hospital late shift,1
idiot w cm asking doc emergency duty leave ward cud selective politicshe told doc u r j,0
dear british establishment consider extinction rebellion activist want save planet climate ch,0
amount scifi medium couldve prepared aspect climate apocalypse,1
endless violent fecal storm,0
sarda10 dwarf cursed debilitated noxious blight falling death gima thief ruin korpul 3,0
loomer say frankel voted protect terrorist regime iran,0
body part found bag coolock north dublin investigation still early stage gardai ar,1
also made think life basically like calm foreground inferno horizon people w,0
think hollywood pedojoes bad try fat slob idol manager japan korea r,0
sid fan stop panicking vote sid u fan intelligent player dont doubt play hater hand,0
image disturb bombing planned picture left,0
funny story today earthquake natural resource canada say epicentre south u border,1
want learn bioflash used various configuration deliver building protection sol,0
actually impossible tell whether dan boris less across brief journalist almost journalist,0
yall stop talking black people twitter account started late 2019 month stop theyre l,0
m24 quake causing weak shaking near culverden,1
thesiger chelmsford viceroy india 191621 jallianwala bagh massacre yet huge private,1
must devastatednot,0
dad come home suicide bombing,1
1495days since inhuman zariagenocide wicked mass murderer tyrant 548 men murdered 297 woman murdered 19,1
structural poverty government failure,0
calling first responder late sign 2020 police plunge join u next friday january 2,0
sign justice dog tied rock dumped river drown,1
maintenant danger,0
stormbrendan another clip saltcoats around 1330 high tide weve switched power overhead line temp,1
guy relax player always collapsed court due bushfire smoke inhalation ausopen australiabushfires,1
eventually apologize walk back monday remark effort move past fallout,0
ah thats cant let must destroy b,0
youre forbidden drown,0
somehow weve got stop iranian acquiring nuclear weapon say pm boris johnson bbcbreakfast,1
said there pray suffered natural disaster,0
blaze giant,1
herbie used make appearance light motor action extreme stunt show disney theme park la,0
breaking lose heart final list extra feb 11th bluray release 1981s bloody valentine,0
picture 2001 fall taliban destroyed bombing regime afg b,0
mulan 1998 song ill make man line must swift coursing river,0
rt game newest sub wanted retweet game let make regret stake 222,0
coincidence combining ray lightincidences like wwg1wga co,0
bung bob homeless education climate change food bank mental health service,0
someone explain sleep hailstorm wake someone walk room unannounced,0
ccpa taking effect many business start see data subject request come system,0
he shithouse leading seriously thats,0
philippine seismic network recorded total fortynine 49 volcanic earthquake taal region 20,1
demolition begun burned building boundbrook slow process investigation howwhere st,1
dont know whether drown sorrow drown loveisland,0
cricbuzz heavyweight collide indiaaustralia clash prove odi supremacy cutthroat contest card gaur,0
pinch nose bridge im liberal come holy fuck debacle embarrassing surprised,0
defines eastern edge amp direct drift spillage strong westerli,0
breaking bomb van nj kosher market terror suspect couldve killed people 5 football field away official say h,1
eruption update 1pm lava fountain reached 800m new fissure crack observed various town intense seismic,1
like try oneup others stupid dont run,0
let ashamed confounded together seek soul destroy let driven backward,0
report active shooter near school virginia police say injury,1
early hour aug 21 2017 us john mccain took unexpected left turn amp collided tanker 10 sailo,1
rember day vividly young primary school boy time,0
huge thank visit u today child best experience l,0
breaking news u attorney general william barr declaring last month shooting naval air station pensacola florid,1
think pharaoh put joseph charge egypt store ahead time coming famine gen 41 joseph,0
seen video man climbing car woman drive screaming man still front,1
wont demolish property without engaging owner makinde,0
aside franklin expedition aka thing boat white tried cross arctic ocean fa,0
people know meaning catastrophe wonder insist recent taal volcanic eruption tr,0
ballkid collapsed outside court kavcic amp clarke went gave drink checked welfare,0
please also help domestic helper took video news tg arrested riot p,0
ordered one wonu_hurricane good luck si,0
plane doesnt crash immediately set fire missile explosion dont know precise flig,1
lrt im screaming,0
reality bend around chromatic form effortlessly float wreckage check retribution rhads,0
want help project save caribbean sea flood hurricane,0
im trying suicidebomb workplace culture,0
really bad ive allowed become sharp mind there tiny shred thats li,0
one asked feel cancer took figure cancer feel li,0
agree uaw hell union,0
budgam encounter update one terrorist killed identified adil gulzar ganie dalvan budgam per pol,1
busy dreaming sort creative mayhem yeari think need proper job soon stop head leaking,0
today remember dc stephen oakeqgm gmp stephen murdered terrorist day 2003 40 year old,1
disease outbreak news,0
ahorasuena fire der kommissar en la retro radio conéctate con la radio 80 de la web en,0
scum bag robbed bike today get work bit long shot know know seen,1
moment zeroranger get super good battle v grapefruit followed favorite big zan,0
bird fight way egg egg world would born must first destroy world bird,0
death toll pakistan mosque suicide bombing rise 15,1
obama didnt trade bullion hostage reagan traded gun hostage,0
drown tube though,0
secret weapon trump success hint obama didnt one,0
rockall 24hr forecast 0600 southwesterly gale 8 storm 10 occasionally violent storm 11 first north high,0
